0.0000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
0.1000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
0.2000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
0.3000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
0.4000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
0.5000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
0.6000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
0.7000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
0.8000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
0.9000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
1.0000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
1.1000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
1.2000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
1.3000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
1.4000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
1.5000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
1.6000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
1.7000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
1.8000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
1.9000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
2.0000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
2.1000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
2.2000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
2.3000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
2.4000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
2.5000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
2.6000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
2.7000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
2.8000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
2.9000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
3.0000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
3.1000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
3.2000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
3.3000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
3.4000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
3.5000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
3.6000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
3.7000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
3.8000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
3.9000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
4.0000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
4.1000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
4.2000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
4.3000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
4.4000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
4.5000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
4.6000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
4.7000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
4.8000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
4.9000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
5.0000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
5.1000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
5.2000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
5.3000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
5.4000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
5.5000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
5.6000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
5.7000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
5.8000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
5.9000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
6.0000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
6.1000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
6.2000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
6.3000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
6.4000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
6.5000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
6.6000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
6.7000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
6.8000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
6.9000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
7.0000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
7.1000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
7.2000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
7.3000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
7.4000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
7.5000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
7.6000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
7.7000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
7.8000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
7.9000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
8.0000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
8.1000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
8.2000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
8.3000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
8.4000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
8.5000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
8.6000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
8.7000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
8.8000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
8.9000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
9.0000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
9.1000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
9.2000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
9.3000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
9.4000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
9.5000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
9.6000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
9.7000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
9.8000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
9.9000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
10.0000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
10.1000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
10.2000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
10.3000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
10.4000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
10.5000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
10.6000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
10.7000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
10.8000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
10.9000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
11.0000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
11.1000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
11.2000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
11.3000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
11.4000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
11.5000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
11.6000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
11.7000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
11.8000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
11.9000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
12.0000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
12.1000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
12.2000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
12.3000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
12.4000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
12.5000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
12.6000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
12.7000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
12.8000000000,-2634509.5893175551,-4162162.4750489537,4038273.5847163610
